Region,Country,City,YearMonth,MonthlyAvgTemp
Europe,Romania,Bucharest,2006-06,69.15
Europe,Romania,Bucharest,2006-07,73.31
Europe,Romania,Bucharest,2006-08,72.25
Europe,Romania,Bucharest,2006-09,64.28
Europe,Romania,Bucharest,2006-10,55.5
Europe,Romania,Bucharest,2006-11,44.57
Europe,Romania,Bucharest,2006-12,34.88
Europe,Romania,Bucharest,2007-01,39.38
Europe,Romania,Bucharest,2007-02,38.07
Europe,Romania,Bucharest,2007-03,45.91
Europe,Romania,Bucharest,2007-04,53.94
Europe,Romania,Bucharest,2007-05,66.23
Europe,Romania,Bucharest,2007-06,73.85
Europe,Romania,Bucharest,2007-07,78.92
Europe,Romania,Bucharest,2007-08,75.21
Europe,Romania,Bucharest,2007-09,62.3
Europe,Romania,Bucharest,2007-10,53.51
Europe,Romania,Bucharest,2007-11,38.24
Europe,Romania,Bucharest,2007-12,30.49
Europe,Romania,Bucharest,2008-01,26.81
Europe,Romania,Bucharest,2008-02,36.8
Europe,Romania,Bucharest,2008-03,47.39
Europe,Romania,Bucharest,2008-04,55.22
Europe,Romania,Bucharest,2008-05,61.79
Europe,Romania,Bucharest,2008-06,71.01
Europe,Romania,Bucharest,2008-07,72.87
Europe,Romania,Bucharest,2008-08,76.47
Europe,Romania,Bucharest,2008-09,62.29
Europe,Romania,Bucharest,2008-10,54.95
Europe,Romania,Bucharest,2008-11,42.58
Europe,Romania,Bucharest,2008-12,35.68
Europe,Romania,Bucharest,2009-01,31.49
Europe,Romania,Bucharest,2009-02,36.38
Europe,Romania,Bucharest,2009-03,42.99
Europe,Romania,Bucharest,2009-04,53.61
Europe,Romania,Bucharest,2009-05,63.44
Europe,Romania,Bucharest,2009-06,70.27
Europe,Romania,Bucharest,2009-07,74.47
Europe,Romania,Bucharest,2009-08,73.35
Europe,Romania,Bucharest,2009-09,65.6
Europe,Romania,Bucharest,2009-10,53.65
Europe,Romania,Bucharest,2009-11,45.28
Europe,Romania,Bucharest,2009-12,33.72
Europe,Romania,Bucharest,2010-01,25.86
Europe,Romania,Bucharest,2010-02,32.06
Europe,Romania,Bucharest,2010-03,42.03
Europe,Romania,Bucharest,2010-04,53.9
Europe,Romania,Bucharest,2010-05,62.93
Europe,Romania,Bucharest,2010-06,70.45
Europe,Romania,Bucharest,2010-07,73.62
Europe,Romania,Bucharest,2010-08,76.94
Europe,Romania,Bucharest,2010-09,64.36
Europe,Romania,Bucharest,2010-10,47.99
Europe,Romania,Bucharest,2010-11,50.55
Europe,Romania,Bucharest,2010-12,31.65
Europe,Romania,Bucharest,2011-01,27.96
Europe,Romania,Bucharest,2011-02,28.3
Europe,Romania,Bucharest,2011-03,41.76
Europe,Romania,Bucharest,2011-04,51.42
Europe,Romania,Bucharest,2011-05,61.52
Europe,Romania,Bucharest,2011-06,69.78
Europe,Romania,Bucharest,2011-07,74.11
Europe,Romania,Bucharest,2011-08,73.28
Europe,Romania,Bucharest,2011-09,69.45
Europe,Romania,Bucharest,2011-10,50.7
Europe,Romania,Bucharest,2011-11,37.76
Europe,Romania,Bucharest,2011-12,36.7
Europe,Romania,Bucharest,2012-01,28.96
Europe,Romania,Bucharest,2012-02,20.89
Europe,Romania,Bucharest,2012-03,41.98
Europe,Romania,Bucharest,2012-04,57.66
Europe,Romania,Bucharest,2012-05,64.27
Europe,Romania,Bucharest,2012-06,73.73
Europe,Romania,Bucharest,2012-07,80.54
Europe,Romania,Bucharest,2012-08,75.94
Europe,Romania,Bucharest,2012-09,67.83
Europe,Romania,Bucharest,2012-10,57.05
Europe,Romania,Bucharest,2012-11,45.54
Europe,Romania,Bucharest,2012-12,29.55
Europe,Romania,Bucharest,2013-01,29.34
Europe,Romania,Bucharest,2013-02,36.52
Europe,Romania,Bucharest,2013-03,41.16
Europe,Romania,Bucharest,2013-04,56.62
Europe,Romania,Bucharest,2013-05,66.04
Europe,Romania,Bucharest,2013-06,70.89
Europe,Romania,Bucharest,2013-07,73.61
Europe,Romania,Bucharest,2013-08,75.32
Europe,Romania,Bucharest,2013-09,62.25
Europe,Romania,Bucharest,2013-10,52.68
Europe,Romania,Bucharest,2013-11,46.46
Europe,Romania,Bucharest,2013-12,31.34
Europe,Romania,Bucharest,2014-01,30.94
Europe,Romania,Bucharest,2014-02,35.27
Europe,Romania,Bucharest,2014-03,48.51
Europe,Romania,Bucharest,2014-04,53.39
Europe,Romania,Bucharest,2014-05,61.7
Europe,Romania,Bucharest,2014-06,67.4
Europe,Romania,Bucharest,2014-07,72.91
Europe,Romania,Bucharest,2014-08,74.47
Europe,Romania,Bucharest,2014-09,64.88
Europe,Romania,Bucharest,2014-10,52.65
Europe,Romania,Bucharest,2014-11,41.34
Europe,Romania,Bucharest,2014-12,33.42
Europe,Romania,Bucharest,2015-01,29.99
Europe,Romania,Bucharest,2015-02,35.55
Europe,Romania,Bucharest,2015-03,43.5
Europe,Romania,Bucharest,2015-04,52.81
Europe,Romania,Bucharest,2015-05,64.97
Europe,Romania,Bucharest,2015-06,69.54
Europe,Romania,Bucharest,2015-07,76.74
Europe,Romania,Bucharest,2015-08,75.03
Europe,Romania,Bucharest,2015-09,67.65
Europe,Romania,Bucharest,2015-10,52.09
Europe,Romania,Bucharest,2015-11,46.33
Europe,Romania,Bucharest,2015-12,38.42
Europe,Romania,Bucharest,2016-01,25.9
Europe,Romania,Bucharest,2016-02,43.17
Europe,Romania,Bucharest,2016-03,45.74
Europe,Romania,Bucharest,2016-04,57.5
Europe,Romania,Bucharest,2016-05,61.0
Europe,Romania,Bucharest,2016-06,72.51
Europe,Romania,Bucharest,2016-07,75.53
Europe,Romania,Bucharest,2016-08,73.95
Europe,Romania,Bucharest,2016-09,66.76
Europe,Romania,Bucharest,2016-10,49.88
Europe,Romania,Bucharest,2016-11,41.54
Europe,Romania,Bucharest,2016-12,31.03
Europe,Romania,Bucharest,2017-01,22.32
Europe,Romania,Bucharest,2017-02,33.34
Europe,Romania,Bucharest,2017-03,48.22
Europe,Romania,Bucharest,2017-04,51.29
Europe,Romania,Bucharest,2017-05,61.91
Europe,Romania,Bucharest,2017-06,72.11
Europe,Romania,Bucharest,2017-07,73.69
Europe,Romania,Bucharest,2017-08,75.66
Europe,Romania,Bucharest,2017-09,66.3
Europe,Romania,Bucharest,2017-10,52.9
Europe,Romania,Bucharest,2017-11,44.12
Europe,Romania,Bucharest,2017-12,37.65
Europe,Romania,Bucharest,2018-01,33.36
Europe,Romania,Bucharest,2018-02,34.35
Europe,Romania,Bucharest,2018-03,38.57
Europe,Romania,Bucharest,2018-04,60.94
Europe,Romania,Bucharest,2018-05,67.05
Europe,Romania,Bucharest,2018-06,72.35
Europe,Romania,Bucharest,2018-07,72.72
Europe,Romania,Bucharest,2018-08,76.1
Europe,Romania,Bucharest,2018-09,66.19
Europe,Romania,Bucharest,2018-10,56.93
Europe,Romania,Bucharest,2018-11,41.32
Europe,Romania,Bucharest,2018-12,31.76
Europe,Romania,Bucharest,2019-01,29.81
Europe,Romania,Bucharest,2019-02,38.7
Europe,Romania,Bucharest,2019-03,48.81
Europe,Romania,Bucharest,2019-04,52.23
Europe,Romania,Bucharest,2019-05,62.39
Europe,Romania,Bucharest,2019-06,73.92
Europe,Romania,Bucharest,2019-07,73.0
Europe,Romania,Bucharest,2019-08,76.19
Europe,Romania,Bucharest,2019-09,67.08
Europe,Romania,Bucharest,2019-10,55.51
Europe,Romania,Bucharest,2019-11,49.74
Europe,Romania,Bucharest,2019-12,38.61
Europe,Romania,Bucharest,2020-01,33.73
Europe,Romania,Bucharest,2020-02,41.03
Europe,Romania,Bucharest,2020-03,47.8
Europe,Romania,Bucharest,2020-04,54.06
Europe,Romania,Bucharest,2020-05,60.8
Europe,Hungary,Budapest,1995-01,30.14
Europe,Hungary,Budapest,1995-02,41.15
Europe,Hungary,Budapest,1995-03,40.67
Europe,Hungary,Budapest,1995-04,51.18
Europe,Hungary,Budapest,1995-05,58.43
Europe,Hungary,Budapest,1995-06,64.06
Europe,Hungary,Budapest,1995-07,73.61
Europe,Hungary,Budapest,1995-08,67.71
Europe,Hungary,Budapest,1995-09,57.61
Europe,Hungary,Budapest,1995-10,51.65
Europe,Hungary,Budapest,1995-11,35.16
Europe,Hungary,Budapest,1995-12,31.24
Europe,Hungary,Budapest,1996-01,27.18
Europe,Hungary,Budapest,1996-02,25.97
Europe,Hungary,Budapest,1996-03,34.65
Europe,Hungary,Budapest,1996-04,52.47
Europe,Hungary,Budapest,1996-05,62.24
Europe,Hungary,Budapest,1996-06,67.24
Europe,Hungary,Budapest,1996-07,65.85
Europe,Hungary,Budapest,1996-08,67.95
Europe,Hungary,Budapest,1996-09,54.31
Europe,Hungary,Budapest,1996-10,51.43
Europe,Hungary,Budapest,1996-11,45.0
Europe,Hungary,Budapest,1996-12,28.48
Europe,Hungary,Budapest,1997-01,27.84
Europe,Hungary,Budapest,1997-02,35.77
Europe,Hungary,Budapest,1997-03,41.55
Europe,Hungary,Budapest,1997-04,45.81
Europe,Hungary,Budapest,1997-05,61.78
Europe,Hungary,Budapest,1997-06,67.13
Europe,Hungary,Budapest,1997-07,67.78
Europe,Hungary,Budapest,1997-08,69.84
Europe,Hungary,Budapest,1997-09,60.82
Europe,Hungary,Budapest,1997-10,46.76
Europe,Hungary,Budapest,1997-11,42.33
Europe,Hungary,Budapest,1997-12,36.28
Europe,Hungary,Budapest,1998-01,36.3
Europe,Hungary,Budapest,1998-02,41.69
Europe,Hungary,Budapest,1998-03,40.21
Europe,Hungary,Budapest,1998-04,54.02
Europe,Hungary,Budapest,1998-05,59.19
Europe,Hungary,Budapest,1998-06,68.84
Europe,Hungary,Budapest,1998-07,70.14
Europe,Hungary,Budapest,1998-08,70.39
Europe,Hungary,Budapest,1998-09,59.45
Europe,Hungary,Budapest,1998-10,51.85
Europe,Hungary,Budapest,1998-11,36.89
Europe,Hungary,Budapest,1998-12,26.5
Europe,Hungary,Budapest,1999-01,30.4
Europe,Hungary,Budapest,1999-02,33.02
Europe,Hungary,Budapest,1999-03,44.25
Europe,Hungary,Budapest,1999-04,54.14
Europe,Hungary,Budapest,1999-05,60.13
Europe,Hungary,Budapest,1999-06,66.58
Europe,Hungary,Budapest,1999-07,69.42
Europe,Hungary,Budapest,1999-08,65.65
Europe,Hungary,Budapest,1999-09,63.29
Europe,Hungary,Budapest,1999-10,49.47
Europe,Hungary,Budapest,1999-11,37.41
Europe,Hungary,Budapest,1999-12,32.26
Europe,Hungary,Budapest,2000-01,28.89
Europe,Hungary,Budapest,2000-02,37.73
Europe,Hungary,Budapest,2000-03,42.29
Europe,Hungary,Budapest,2000-04,56.99
Europe,Hungary,Budapest,2000-05,63.48
Europe,Hungary,Budapest,2000-06,69.48
Europe,Hungary,Budapest,2000-07,67.93
Europe,Hungary,Budapest,2000-08,72.4
Europe,Hungary,Budapest,2000-09,60.16
Europe,Hungary,Budapest,2000-10,55.63
Europe,Hungary,Budapest,2000-11,46.56
Europe,Hungary,Budapest,2000-12,35.65
Europe,Hungary,Budapest,2001-01,33.2
Europe,Hungary,Budapest,2001-02,37.79
Europe,Hungary,Budapest,2001-03,45.46
Europe,Hungary,Budapest,2001-04,51.41
Europe,Hungary,Budapest,2001-05,64.16
Europe,Hungary,Budapest,2001-06,64.18
Europe,Hungary,Budapest,2001-07,70.81
Europe,Hungary,Budapest,2001-08,72.23
Europe,Hungary,Budapest,2001-09,58.55
Europe,Hungary,Budapest,2001-10,56.69
Europe,Hungary,Budapest,2001-11,37.82
Europe,Hungary,Budapest,2001-12,23.85
Europe,Hungary,Budapest,2002-01,32.16
Europe,Hungary,Budapest,2002-02,41.1
Europe,Hungary,Budapest,2002-03,45.34
Europe,Hungary,Budapest,2002-04,52.17
Europe,Hungary,Budapest,2002-05,65.77
Europe,Hungary,Budapest,2002-06,68.77
Europe,Hungary,Budapest,2002-07,74.43
Europe,Hungary,Budapest,2002-08,69.88
Europe,Hungary,Budapest,2002-09,59.99
Europe,Hungary,Budapest,2002-10,50.13
Europe,Hungary,Budapest,2002-11,45.44
Europe,Hungary,Budapest,2002-12,29.79
Europe,Hungary,Budapest,2003-01,28.87
Europe,Hungary,Budapest,2003-02,24.5
Europe,Hungary,Budapest,2003-03,41.12
Europe,Hungary,Budapest,2003-04,50.66
Europe,Hungary,Budapest,2003-05,67.01
Europe,Hungary,Budapest,2003-06,73.17
Europe,Hungary,Budapest,2003-07,72.15
Europe,Hungary,Budapest,2003-08,75.1
Europe,Hungary,Budapest,2003-09,62.1
Europe,Hungary,Budapest,2003-10,47.15
Europe,Hungary,Budapest,2003-11,43.53
Europe,Hungary,Budapest,2003-12,32.83
Europe,Hungary,Budapest,2004-01,27.48
Europe,Hungary,Budapest,2004-02,33.66
Europe,Hungary,Budapest,2004-03,38.87
Europe,Hungary,Budapest,2004-04,50.38
Europe,Hungary,Budapest,2004-05,55.49
Europe,Hungary,Budapest,2004-06,62.89
Europe,Hungary,Budapest,2004-07,67.54
Europe,Hungary,Budapest,2004-08,67.18
Europe,Hungary,Budapest,2004-09,58.08
Europe,Hungary,Budapest,2004-10,50.81
Europe,Hungary,Budapest,2004-11,40.39
Europe,Hungary,Budapest,2004-12,31.16
Europe,Hungary,Budapest,2005-01,30.35
Europe,Hungary,Budapest,2005-02,24.98
Europe,Hungary,Budapest,2005-03,36.87
Europe,Hungary,Budapest,2005-04,49.67
Europe,Hungary,Budapest,2005-05,59.12
Europe,Hungary,Budapest,2005-06,63.9
Europe,Hungary,Budapest,2005-07,67.29
Europe,Hungary,Budapest,2005-08,64.16
Europe,Hungary,Budapest,2005-09,60.49
Europe,Hungary,Budapest,2005-10,51.18
Europe,Hungary,Budapest,2005-11,37.98
Europe,Hungary,Budapest,2005-12,32.55
Europe,Hungary,Budapest,2006-01,26.59
Europe,Hungary,Budapest,2006-02,28.09
Europe,Hungary,Budapest,2006-03,36.73
Europe,Hungary,Budapest,2006-04,51.81
Europe,Hungary,Budapest,2006-05,57.2
Europe,Hungary,Budapest,2006-06,64.75
Europe,Hungary,Budapest,2006-07,71.46
Europe,Hungary,Budapest,2006-08,64.63
Europe,Hungary,Budapest,2006-09,64.03
Europe,Hungary,Budapest,2006-10,54.25
Europe,Hungary,Budapest,2006-11,44.65
Europe,Hungary,Budapest,2006-12,34.87
Europe,Hungary,Budapest,2007-01,39.87
Europe,Hungary,Budapest,2007-02,39.86
Europe,Hungary,Budapest,2007-03,46.52
Europe,Hungary,Budapest,2007-04,54.76
Europe,Hungary,Budapest,2007-05,64.29
Europe,Hungary,Budapest,2007-06,71.5
Europe,Hungary,Budapest,2007-07,73.99
Europe,Hungary,Budapest,2007-08,72.08
Europe,Hungary,Budapest,2007-09,56.71
Europe,Hungary,Budapest,2007-10,50.95
Europe,Hungary,Budapest,2007-11,38.55
Europe,Hungary,Budapest,2007-12,29.93
Europe,Hungary,Budapest,2008-01,33.29
Europe,Hungary,Budapest,2008-02,38.01
Europe,Hungary,Budapest,2008-03,43.53
Europe,Hungary,Budapest,2008-04,52.71
Europe,Hungary,Budapest,2008-05,62.47
Europe,Hungary,Budapest,2008-06,69.28
Europe,Hungary,Budapest,2008-07,69.79
Europe,Hungary,Budapest,2008-08,69.72
Europe,Hungary,Budapest,2008-09,59.39
Europe,Hungary,Budapest,2008-10,53.02
Europe,Hungary,Budapest,2008-11,43.52
Europe,Hungary,Budapest,2008-12,36.68
Europe,Hungary,Budapest,2009-01,28.77
Europe,Hungary,Budapest,2009-02,33.53
Europe,Hungary,Budapest,2009-03,41.98
Europe,Hungary,Budapest,2009-04,58.32
Europe,Hungary,Budapest,2009-05,62.57
Europe,Hungary,Budapest,2009-06,65.73
Europe,Hungary,Budapest,2009-07,72.45
Europe,Hungary,Budapest,2009-08,71.65
Europe,Hungary,Budapest,2009-09,65.17
Europe,Hungary,Budapest,2009-10,51.15
Europe,Hungary,Budapest,2009-11,43.74
Europe,Hungary,Budapest,2009-12,34.03
Europe,Hungary,Budapest,2010-01,27.82
Europe,Hungary,Budapest,2010-02,32.0
Europe,Hungary,Budapest,2010-03,42.29
Europe,Hungary,Budapest,2010-04,51.84
Europe,Hungary,Budapest,2010-05,59.84
Europe,Hungary,Budapest,2010-06,67.03
Europe,Hungary,Budapest,2010-07,73.27
Europe,Hungary,Budapest,2010-08,68.65
Europe,Hungary,Budapest,2010-09,57.96
Europe,Hungary,Budapest,2010-10,46.07
Europe,Hungary,Budapest,2010-11,45.39
Europe,Hungary,Budapest,2010-12,27.98
Europe,Hungary,Budapest,2011-01,30.69
Europe,Hungary,Budapest,2011-02,30.9
Europe,Hungary,Budapest,2011-03,42.04
Europe,Hungary,Budapest,2011-04,54.38
Europe,Hungary,Budapest,2011-05,60.91
Europe,Hungary,Budapest,2011-06,68.64
Europe,Hungary,Budapest,2011-07,69.21
Europe,Hungary,Budapest,2011-08,71.91
Europe,Hungary,Budapest,2011-09,66.47
Europe,Hungary,Budapest,2011-10,50.1
Europe,Hungary,Budapest,2011-11,36.07
Europe,Hungary,Budapest,2011-12,35.75
Europe,Hungary,Budapest,2012-01,33.67
Europe,Hungary,Budapest,2012-02,25.32
Europe,Hungary,Budapest,2012-03,45.29
Europe,Hungary,Budapest,2012-04,53.3
Europe,Hungary,Budapest,2012-05,62.65
Europe,Hungary,Budapest,2012-06,70.16
Europe,Hungary,Budapest,2012-07,74.68
Europe,Hungary,Budapest,2012-08,72.95
Europe,Hungary,Budapest,2012-09,65.17
Europe,Hungary,Budapest,2012-10,51.88
Europe,Hungary,Budapest,2012-11,44.89
Europe,Hungary,Budapest,2012-12,29.77
Europe,Hungary,Budapest,2013-01,31.82
Europe,Hungary,Budapest,2013-02,35.9
Europe,Hungary,Budapest,2013-03,38.01
Europe,Hungary,Budapest,2013-04,53.43
Europe,Hungary,Budapest,2013-05,61.31
Europe,Hungary,Budapest,2013-06,67.67
Europe,Hungary,Budapest,2013-07,73.17
Europe,Hungary,Budapest,2013-08,72.97
Europe,Hungary,Budapest,2013-09,58.64
Europe,Hungary,Budapest,2013-10,53.99
Europe,Hungary,Budapest,2013-11,45.12
Europe,Hungary,Budapest,2013-12,34.47
Europe,Hungary,Budapest,2014-01,36.12
Europe,Hungary,Budapest,2014-02,39.55
Europe,Hungary,Budapest,2014-03,48.61
Europe,Hungary,Budapest,2014-04,54.94
Europe,Hungary,Budapest,2014-05,59.66
Europe,Hungary,Budapest,2014-06,67.51
Europe,Hungary,Budapest,2014-07,71.59
Europe,Hungary,Budapest,2014-08,67.45
Europe,Hungary,Budapest,2014-09,62.39
Europe,Hungary,Budapest,2014-10,53.58
Europe,Hungary,Budapest,2014-11,44.85
Europe,Hungary,Budapest,2014-12,36.7
Europe,Hungary,Budapest,2015-01,35.1
Europe,Hungary,Budapest,2015-02,35.99
Europe,Hungary,Budapest,2015-03,43.7
Europe,Hungary,Budapest,2015-04,51.23
Europe,Hungary,Budapest,2015-05,61.2
Europe,Hungary,Budapest,2015-06,68.71
Europe,Hungary,Budapest,2015-07,74.75
Europe,Hungary,Budapest,2015-08,75.02
Europe,Hungary,Budapest,2015-09,64.6
Europe,Hungary,Budapest,2015-10,50.13
Europe,Hungary,Budapest,2015-11,43.6
Europe,Hungary,Budapest,2015-12,37.4
Europe,Hungary,Budapest,2016-01,29.46
Europe,Hungary,Budapest,2016-02,42.03
Europe,Hungary,Budapest,2016-03,44.14
Europe,Hungary,Budapest,2016-04,54.28
Europe,Hungary,Budapest,2016-05,60.98
Europe,Hungary,Budapest,2016-06,69.56
Europe,Hungary,Budapest,2016-07,72.01
Europe,Hungary,Budapest,2016-08,68.91
Europe,Hungary,Budapest,2016-09,64.71
Europe,Hungary,Budapest,2016-10,49.22
Europe,Hungary,Budapest,2016-11,40.66
Europe,Hungary,Budapest,2016-12,30.67
Europe,Hungary,Budapest,2017-01,21.61
Europe,Hungary,Budapest,2017-02,36.28
Europe,Hungary,Budapest,2017-03,48.26
Europe,Hungary,Budapest,2017-04,50.95
Europe,Hungary,Budapest,2017-05,62.21
Europe,Hungary,Budapest,2017-06,71.33
Europe,Hungary,Budapest,2017-07,71.77
Europe,Hungary,Budapest,2017-08,73.2
Europe,Hungary,Budapest,2017-09,60.22
Europe,Hungary,Budapest,2017-10,51.65
Europe,Hungary,Budapest,2017-11,42.3
Europe,Hungary,Budapest,2017-12,35.85
Europe,Hungary,Budapest,2018-01,36.66
Europe,Hungary,Budapest,2018-02,32.08
Europe,Hungary,Budapest,2018-03,38.21
Europe,Hungary,Budapest,2018-04,60.39
Europe,Hungary,Budapest,2018-05,66.83
Europe,Hungary,Budapest,2018-06,69.55
Europe,Hungary,Budapest,2018-07,71.97
Europe,Hungary,Budapest,2018-08,74.14
Europe,Hungary,Budapest,2018-09,63.02
Europe,Hungary,Budapest,2018-10,55.32
Europe,Hungary,Budapest,2018-11,44.44
Europe,Hungary,Budapest,2018-12,32.94
Europe,Hungary,Budapest,2019-01,30.34
Europe,Hungary,Budapest,2019-02,37.93
Europe,Hungary,Budapest,2019-03,46.99
Europe,Hungary,Budapest,2019-04,54.87
Europe,Hungary,Budapest,2019-05,57.19
Europe,Hungary,Budapest,2019-06,73.51
Europe,Hungary,Budapest,2019-07,71.01
Europe,Hungary,Budapest,2019-08,73.46
Europe,Hungary,Budapest,2019-09,62.08
Europe,Hungary,Budapest,2019-10,54.38
Europe,Hungary,Budapest,2019-11,47.9
Europe,Hungary,Budapest,2019-12,37.59
Europe,Hungary,Budapest,2020-01,30.07
Europe,Hungary,Budapest,2020-02,41.73
Europe,Hungary,Budapest,2020-03,43.68
Europe,Hungary,Budapest,2020-04,52.9
Europe,Hungary,Budapest,2020-05,56.39
South/Central America & Carribean,Argentina,Buenos Aires,1995-01,73.35
South/Central America & Carribean,Argentina,Buenos Aires,1995-02,71.18
South/Central America & Carribean,Argentina,Buenos Aires,1995-03,69.75
South/Central America & Carribean,Argentina,Buenos Aires,1995-04,62.1
South/Central America & Carribean,Argentina,Buenos Aires,1995-05,55.63
South/Central America & Carribean,Argentina,Buenos Aires,1995-06,49.64
South/Central America & Carribean,Argentina,Buenos Aires,1995-07,49.01
South/Central America & Carribean,Argentina,Buenos Aires,1995-08,50.54
South/Central America & Carribean,Argentina,Buenos Aires,1995-09,57.17
South/Central America & Carribean,Argentina,Buenos Aires,1995-10,60.44
South/Central America & Carribean,Argentina,Buenos Aires,1995-11,68.37
South/Central America & Carribean,Argentina,Buenos Aires,1995-12,73.85
South/Central America & Carribean,Argentina,Buenos Aires,1996-01,74.85
South/Central America & Carribean,Argentina,Buenos Aires,1996-02,72.56
South/Central America & Carribean,Argentina,Buenos Aires,1996-03,71.78
South/Central America & Carribean,Argentina,Buenos Aires,1996-04,62.99
South/Central America & Carribean,Argentina,Buenos Aires,1996-05,56.6
South/Central America & Carribean,Argentina,Buenos Aires,1996-06,48.13
South/Central America & Carribean,Argentina,Buenos Aires,1996-07,46.74
South/Central America & Carribean,Argentina,Buenos Aires,1996-08,56.93
South/Central America & Carribean,Argentina,Buenos Aires,1996-09,55.49
South/Central America & Carribean,Argentina,Buenos Aires,1996-10,63.16
South/Central America & Carribean,Argentina,Buenos Aires,1996-11,69.05
South/Central America & Carribean,Argentina,Buenos Aires,1996-12,74.39
South/Central America & Carribean,Argentina,Buenos Aires,1997-01,77.69
South/Central America & Carribean,Argentina,Buenos Aires,1997-02,71.86
South/Central America & Carribean,Argentina,Buenos Aires,1997-03,70.26
South/Central America & Carribean,Argentina,Buenos Aires,1997-04,65.21
South/Central America & Carribean,Argentina,Buenos Aires,1997-05,59.6
South/Central America & Carribean,Argentina,Buenos Aires,1997-06,51.96
South/Central America & Carribean,Argentina,Buenos Aires,1997-07,53.99
South/Central America & Carribean,Argentina,Buenos Aires,1997-08,55.63
South/Central America & Carribean,Argentina,Buenos Aires,1997-09,55.28
South/Central America & Carribean,Argentina,Buenos Aires,1997-10,61.51
South/Central America & Carribean,Argentina,Buenos Aires,1997-11,65.97
South/Central America & Carribean,Argentina,Buenos Aires,1997-12,69.17
South/Central America & Carribean,Argentina,Buenos Aires,1998-01,71.64
South/Central America & Carribean,Argentina,Buenos Aires,1998-02,69.51
South/Central America & Carribean,Argentina,Buenos Aires,1998-03,67.55
South/Central America & Carribean,Argentina,Buenos Aires,1998-04,62.86
South/Central America & Carribean,Argentina,Buenos Aires,1998-05,57.73
South/Central America & Carribean,Argentina,Buenos Aires,1998-06,51.38
South/Central America & Carribean,Argentina,Buenos Aires,1998-07,53.5
South/Central America & Carribean,Argentina,Buenos Aires,1998-08,52.0
South/Central America & Carribean,Argentina,Buenos Aires,1998-09,55.01
South/Central America & Carribean,Argentina,Buenos Aires,1998-10,63.24
South/Central America & Carribean,Argentina,Buenos Aires,1998-11,66.95
South/Central America & Carribean,Argentina,Buenos Aires,1998-12,71.04
South/Central America & Carribean,Argentina,Buenos Aires,1999-01,71.47
South/Central America & Carribean,Argentina,Buenos Aires,1999-02,72.21
South/Central America & Carribean,Argentina,Buenos Aires,1999-03,70.93
South/Central America & Carribean,Argentina,Buenos Aires,1999-04,59.59
South/Central America & Carribean,Argentina,Buenos Aires,1999-05,55.85
South/Central America & Carribean,Argentina,Buenos Aires,1999-06,50.48
South/Central America & Carribean,Argentina,Buenos Aires,1999-07,49.18
South/Central America & Carribean,Argentina,Buenos Aires,1999-08,54.15
South/Central America & Carribean,Argentina,Buenos Aires,1999-09,57.37
South/Central America & Carribean,Argentina,Buenos Aires,1999-10,61.51
South/Central America & Carribean,Argentina,Buenos Aires,1999-11,67.04
South/Central America & Carribean,Argentina,Buenos Aires,1999-12,73.16
South/Central America & Carribean,Argentina,Buenos Aires,2000-01,77.64
South/Central America & Carribean,Argentina,Buenos Aires,2000-02,74.94
South/Central America & Carribean,Argentina,Buenos Aires,2000-03,69.59
South/Central America & Carribean,Argentina,Buenos Aires,2000-04,63.99
South/Central America & Carribean,Argentina,Buenos Aires,2000-05,55.96
South/Central America & Carribean,Argentina,Buenos Aires,2000-06,53.91
South/Central America & Carribean,Argentina,Buenos Aires,2000-07,46.95
South/Central America & Carribean,Argentina,Buenos Aires,2000-08,51.79
South/Central America & Carribean,Argentina,Buenos Aires,2000-09,56.16
South/Central America & Carribean,Argentina,Buenos Aires,2000-10,61.49
South/Central America & Carribean,Argentina,Buenos Aires,2000-11,64.85
South/Central America & Carribean,Argentina,Buenos Aires,2000-12,72.03
South/Central America & Carribean,Argentina,Buenos Aires,2001-01,76.04
South/Central America & Carribean,Argentina,Buenos Aires,2001-02,76.61
South/Central America & Carribean,Argentina,Buenos Aires,2001-03,71.56
South/Central America & Carribean,Argentina,Buenos Aires,2001-04,62.46
South/Central America & Carribean,Argentina,Buenos Aires,2001-05,55.6
South/Central America & Carribean,Argentina,Buenos Aires,2001-06,53.22
South/Central America & Carribean,Argentina,Buenos Aires,2001-07,50.31
South/Central America & Carribean,Argentina,Buenos Aires,2001-08,58.23
South/Central America & Carribean,Argentina,Buenos Aires,2001-09,57.03
South/Central America & Carribean,Argentina,Buenos Aires,2001-10,62.76
South/Central America & Carribean,Argentina,Buenos Aires,2001-11,66.12
South/Central America & Carribean,Argentina,Buenos Aires,2001-12,71.39
South/Central America & Carribean,Argentina,Buenos Aires,2002-01,74.93
South/Central America & Carribean,Argentina,Buenos Aires,2002-02,71.71
South/Central America & Carribean,Argentina,Buenos Aires,2002-03,70.03
South/Central America & Carribean,Argentina,Buenos Aires,2002-04,61.42
South/Central America & Carribean,Argentina,Buenos Aires,2002-05,60.2
South/Central America & Carribean,Argentina,Buenos Aires,2002-06,48.69
South/Central America & Carribean,Argentina,Buenos Aires,2002-07,50.02
South/Central America & Carribean,Argentina,Buenos Aires,2002-08,55.34
South/Central America & Carribean,Argentina,Buenos Aires,2002-09,56.64
