Region,Country,City,YearMonth,MonthlyAvgTemp
North America,Canada,Halifax,2009-01,18.39
North America,Canada,Halifax,2009-02,25.15
North America,Canada,Halifax,2009-03,29.31
North America,Canada,Halifax,2009-04,40.85
North America,Canada,Halifax,2009-05,48.99
North America,Canada,Halifax,2009-06,55.67
North America,Canada,Halifax,2009-07,58.67
North America,Canada,Halifax,2009-08,64.69
North America,Canada,Halifax,2009-09,55.78
North America,Canada,Halifax,2009-10,44.25
North America,Canada,Halifax,2009-11,41.65
North America,Canada,Halifax,2009-12,28.36
North America,Canada,Halifax,2010-01,25.29
North America,Canada,Halifax,2010-02,26.29
North America,Canada,Halifax,2010-03,34.94
North America,Canada,Halifax,2010-04,43.82
North America,Canada,Halifax,2010-05,51.49
North America,Canada,Halifax,2010-06,58.62
North America,Canada,Halifax,2010-07,66.58
North America,Canada,Halifax,2010-08,64.32
North America,Canada,Halifax,2010-09,58.94
North America,Canada,Halifax,2010-10,47.8
North America,Canada,Halifax,2010-11,38.66
North America,Canada,Halifax,2010-12,33.28
North America,Canada,Halifax,2011-01,24.83
North America,Canada,Halifax,2011-02,23.26
North America,Canada,Halifax,2011-03,30.3
North America,Canada,Halifax,2011-04,39.29
North America,Canada,Halifax,2011-05,47.29
North America,Canada,Halifax,2011-06,55.47
North America,Canada,Halifax,2011-07,64.91
North America,Canada,Halifax,2011-08,64.96
North America,Canada,Halifax,2011-09,60.27
North America,Canada,Halifax,2011-10,50.24
North America,Canada,Halifax,2011-11,41.22
North America,Canada,Halifax,2011-12,33.17
North America,Canada,Halifax,2012-01,26.14
North America,Canada,Halifax,2012-02,25.83
North America,Canada,Halifax,2012-03,35.49
North America,Canada,Halifax,2012-04,41.35
North America,Canada,Halifax,2012-05,52.38
North America,Canada,Halifax,2012-06,55.27
North America,Canada,Halifax,2012-07,66.82
North America,Canada,Halifax,2012-08,68.23
North America,Canada,Halifax,2012-09,60.66
North America,Canada,Halifax,2012-10,51.03
North America,Canada,Halifax,2012-11,38.49
North America,Canada,Halifax,2012-12,31.35
North America,Canada,Halifax,2013-01,20.72
North America,Canada,Halifax,2013-02,24.51
North America,Canada,Halifax,2013-03,31.66
North America,Canada,Halifax,2013-04,38.65
North America,Canada,Halifax,2013-05,48.06
North America,Canada,Halifax,2013-06,59.35
North America,Canada,Halifax,2013-07,65.91
North America,Canada,Halifax,2013-08,65.26
North America,Canada,Halifax,2013-09,58.78
North America,Canada,Halifax,2013-10,48.95
North America,Canada,Halifax,2013-11,37.24
North America,Canada,Halifax,2013-12,25.11
North America,Canada,Halifax,2014-01,23.6
North America,Canada,Halifax,2014-02,23.56
North America,Canada,Halifax,2014-03,25.19
North America,Canada,Halifax,2014-04,39.23
North America,Canada,Halifax,2014-05,47.68
North America,Canada,Halifax,2014-06,57.53
Europe,Germany,Hamburg,1995-01,36.24
Europe,Germany,Hamburg,1995-02,43.6
Europe,Germany,Hamburg,1995-03,40.52
Europe,Germany,Hamburg,1995-04,49.35
Europe,Germany,Hamburg,1995-05,55.74
Europe,Germany,Hamburg,1995-06,61.16
Europe,Germany,Hamburg,1995-07,70.54
Europe,Germany,Hamburg,1995-08,69.24
Europe,Germany,Hamburg,1995-09,59.09
Europe,Germany,Hamburg,1995-10,56.36
Europe,Germany,Hamburg,1995-11,40.53
Europe,Germany,Hamburg,1995-12,29.44
Europe,Germany,Hamburg,1996-01,28.36
Europe,Germany,Hamburg,1996-02,28.82
Europe,Germany,Hamburg,1996-03,36.08
Europe,Germany,Hamburg,1996-04,52.05
Europe,Germany,Hamburg,1996-05,52.58
Europe,Germany,Hamburg,1996-06,61.66
Europe,Germany,Hamburg,1996-07,62.0
Europe,Germany,Hamburg,1996-08,63.7
Europe,Germany,Hamburg,1996-09,56.97
Europe,Germany,Hamburg,1996-10,49.43
Europe,Germany,Hamburg,1996-11,42.62
Europe,Germany,Hamburg,1996-12,38.6
Europe,Germany,Hamburg,1997-01,33.32
Europe,Germany,Hamburg,1997-02,43.46
Europe,Germany,Hamburg,1997-03,45.1
Europe,Germany,Hamburg,1997-04,46.09
Europe,Germany,Hamburg,1997-05,55.92
Europe,Germany,Hamburg,1997-07,62.6
Europe,Germany,Hamburg,1997-09,59.17
Europe,Germany,Hamburg,1997-10,53.9
Europe,Germany,Hamburg,1997-11,39.63
Europe,Germany,Hamburg,1997-12,34.69
Europe,Germany,Hamburg,1998-01,38.99
Europe,Germany,Hamburg,1998-02,40.72
Europe,Germany,Hamburg,1998-03,44.0
Europe,Germany,Hamburg,1998-04,49.75
Europe,Germany,Hamburg,1998-05,54.22
Europe,Germany,Hamburg,1998-06,61.13
Europe,Germany,Hamburg,1998-07,63.08
Europe,Germany,Hamburg,1998-08,62.26
Europe,Germany,Hamburg,1998-09,58.74
Europe,Germany,Hamburg,1998-10,47.31
Europe,Germany,Hamburg,1998-11,36.07
Europe,Germany,Hamburg,1998-12,33.59
Europe,Germany,Hamburg,1999-01,39.73
Europe,Germany,Hamburg,1999-02,36.84
Europe,Germany,Hamburg,1999-03,43.79
Europe,Germany,Hamburg,1999-04,49.08
Europe,Germany,Hamburg,1999-05,58.87
Europe,Germany,Hamburg,1999-06,61.28
Europe,Germany,Hamburg,1999-07,67.76
Europe,Germany,Hamburg,1999-08,64.88
Europe,Germany,Hamburg,1999-09,63.05
Europe,Germany,Hamburg,1999-10,50.72
Europe,Germany,Hamburg,1999-11,40.1
Europe,Germany,Hamburg,1999-12,37.97
Europe,Germany,Hamburg,2000-01,34.54
Europe,Germany,Hamburg,2000-02,42.18
Europe,Germany,Hamburg,2000-03,41.91
Europe,Germany,Hamburg,2000-04,47.26
Europe,Germany,Hamburg,2000-05,64.1
Europe,Germany,Hamburg,2000-06,61.36
Europe,Germany,Hamburg,2000-07,61.75
Europe,Germany,Hamburg,2000-08,63.04
Europe,Germany,Hamburg,2000-09,55.68
Europe,Germany,Hamburg,2000-10,53.16
Europe,Germany,Hamburg,2000-11,44.15
Europe,Germany,Hamburg,2000-12,42.88
Europe,Germany,Hamburg,2001-01,35.17
Europe,Germany,Hamburg,2001-02,37.45
Europe,Germany,Hamburg,2001-03,38.18
Europe,Germany,Hamburg,2001-04,48.55
Europe,Germany,Hamburg,2001-05,60.86
Europe,Germany,Hamburg,2001-06,56.83
Europe,Germany,Hamburg,2001-07,66.65
Europe,Germany,Hamburg,2001-08,61.33
Europe,Germany,Hamburg,2001-09,55.65
Europe,Germany,Hamburg,2001-10,55.0
Europe,Germany,Hamburg,2001-11,38.03
Europe,Germany,Hamburg,2001-12,34.84
Europe,Germany,Hamburg,2002-01,40.32
Europe,Germany,Hamburg,2002-02,43.14
Europe,Germany,Hamburg,2002-03,45.26
Europe,Germany,Hamburg,2002-04,49.53
Europe,Germany,Hamburg,2002-05,59.04
Europe,Germany,Hamburg,2002-06,64.33
Europe,Germany,Hamburg,2002-07,66.68
Europe,Germany,Hamburg,2002-08,71.67
Europe,Germany,Hamburg,2002-09,62.12
Europe,Germany,Hamburg,2002-10,48.59
Europe,Germany,Hamburg,2002-11,44.02
Europe,Germany,Hamburg,2002-12,29.31
Europe,Germany,Hamburg,2003-01,34.67
Europe,Germany,Hamburg,2003-02,32.84
Europe,Germany,Hamburg,2003-03,44.43
Europe,Germany,Hamburg,2003-04,51.83
Europe,Germany,Hamburg,2003-05,58.28
Europe,Germany,Hamburg,2003-06,68.56
Europe,Germany,Hamburg,2003-07,70.26
Europe,Germany,Hamburg,2003-08,70.38
Europe,Germany,Hamburg,2003-09,61.28
Europe,Germany,Hamburg,2003-10,45.0
Europe,Germany,Hamburg,2003-11,45.38
Europe,Germany,Hamburg,2003-12,37.32
Europe,Germany,Hamburg,2004-01,33.79
Europe,Germany,Hamburg,2004-02,40.32
Europe,Germany,Hamburg,2004-03,43.05
Europe,Germany,Hamburg,2004-04,52.92
Europe,Germany,Hamburg,2004-05,54.96
Europe,Germany,Hamburg,2004-06,62.04
Europe,Germany,Hamburg,2004-07,63.12
Europe,Germany,Hamburg,2004-08,71.62
Europe,Germany,Hamburg,2004-09,60.25
Europe,Germany,Hamburg,2004-10,51.52
Europe,Germany,Hamburg,2004-11,43.56
Europe,Germany,Hamburg,2004-12,38.94
Europe,Germany,Hamburg,2005-01,40.56
Europe,Germany,Hamburg,2005-02,34.44
Europe,Germany,Hamburg,2005-03,41.27
Europe,Germany,Hamburg,2005-04,52.79
Europe,Germany,Hamburg,2005-05,58.16
Europe,Germany,Hamburg,2005-06,65.09
Europe,Germany,Hamburg,2005-07,68.18
Europe,Germany,Hamburg,2005-08,63.74
Europe,Germany,Hamburg,2005-09,66.0
Europe,Germany,Hamburg,2005-10,56.1
Europe,Germany,Hamburg,2005-11,42.62
Europe,Germany,Hamburg,2005-12,40.37
Europe,Germany,Hamburg,2006-01,31.69
Europe,Germany,Hamburg,2006-02,36.07
Europe,Germany,Hamburg,2006-03,37.25
Europe,Germany,Hamburg,2006-04,48.92
Europe,Germany,Hamburg,2006-05,60.15
Europe,Germany,Hamburg,2006-06,65.75
Europe,Germany,Hamburg,2006-07,76.86
Europe,Germany,Hamburg,2006-08,64.2
Europe,Germany,Hamburg,2006-09,66.51
Europe,Germany,Hamburg,2006-10,57.05
Europe,Germany,Hamburg,2006-11,47.35
Europe,Germany,Hamburg,2006-12,46.15
Europe,Germany,Hamburg,2007-01,42.63
Europe,Germany,Hamburg,2007-02,40.3
Europe,Germany,Hamburg,2007-03,47.51
Europe,Germany,Hamburg,2007-04,56.87
Europe,Germany,Hamburg,2007-05,59.06
Europe,Germany,Hamburg,2007-06,66.8
Europe,Germany,Hamburg,2007-07,64.67
Europe,Germany,Hamburg,2007-08,65.94
Europe,Germany,Hamburg,2007-09,58.13
Europe,Germany,Hamburg,2007-10,50.21
Europe,Germany,Hamburg,2007-11,41.32
Europe,Germany,Hamburg,2007-12,39.29
Europe,Germany,Hamburg,2008-01,41.83
Europe,Germany,Hamburg,2008-02,42.13
Europe,Germany,Hamburg,2008-03,42.27
Europe,Germany,Hamburg,2008-04,48.87
Europe,Germany,Hamburg,2008-05,64.14
Europe,Germany,Hamburg,2008-06,65.04
Europe,Germany,Hamburg,2008-07,67.86
Europe,Germany,Hamburg,2008-08,65.94
Europe,Germany,Hamburg,2008-09,59.74
Europe,Germany,Hamburg,2008-10,51.03
Europe,Germany,Hamburg,2008-11,45.02
Europe,Germany,Hamburg,2008-12,37.48
Europe,Germany,Hamburg,2009-01,32.84
Europe,Germany,Hamburg,2009-02,35.9
Europe,Germany,Hamburg,2009-03,42.76
Europe,Germany,Hamburg,2009-04,58.11
Europe,Germany,Hamburg,2009-05,59.6
Europe,Germany,Hamburg,2009-06,60.97
Europe,Germany,Hamburg,2009-07,68.88
Europe,Germany,Hamburg,2009-08,68.54
Europe,Germany,Hamburg,2009-09,61.25
Europe,Germany,Hamburg,2009-10,48.08
Europe,Germany,Hamburg,2009-11,48.14
Europe,Germany,Hamburg,2009-12,34.31
Europe,Germany,Hamburg,2010-01,26.2
Europe,Germany,Hamburg,2010-02,30.92
Europe,Germany,Hamburg,2010-03,42.57
Europe,Germany,Hamburg,2010-04,50.25
Europe,Germany,Hamburg,2010-05,50.98
Europe,Germany,Hamburg,2010-06,64.37
Europe,Germany,Hamburg,2010-07,73.77
Europe,Germany,Hamburg,2010-08,64.18
Europe,Germany,Hamburg,2010-09,57.25
Europe,Germany,Hamburg,2010-10,49.97
Europe,Germany,Hamburg,2010-11,42.25
Europe,Germany,Hamburg,2010-12,26.43
Europe,Germany,Hamburg,2011-01,36.01
Europe,Germany,Hamburg,2011-02,34.1
Europe,Germany,Hamburg,2011-03,41.86
Europe,Germany,Hamburg,2011-04,55.21
Europe,Germany,Hamburg,2011-05,59.29
Europe,Germany,Hamburg,2011-06,64.55
Europe,Germany,Hamburg,2011-07,64.66
Europe,Germany,Hamburg,2011-08,64.14
Europe,Germany,Hamburg,2011-09,60.66
Europe,Germany,Hamburg,2011-10,51.04
Europe,Germany,Hamburg,2011-11,42.01
Europe,Germany,Hamburg,2011-12,40.35
South/Central America & Carribean,Bermuda,Hamilton,1995-01,65.67
South/Central America & Carribean,Bermuda,Hamilton,1995-02,64.33
South/Central America & Carribean,Bermuda,Hamilton,1995-03,63.98
South/Central America & Carribean,Bermuda,Hamilton,1995-04,66.87
South/Central America & Carribean,Bermuda,Hamilton,1995-05,69.86
South/Central America & Carribean,Bermuda,Hamilton,1995-06,75.87
South/Central America & Carribean,Bermuda,Hamilton,1995-07,80.5
South/Central America & Carribean,Bermuda,Hamilton,1995-08,79.72
South/Central America & Carribean,Bermuda,Hamilton,1995-09,78.87
South/Central America & Carribean,Bermuda,Hamilton,1995-10,76.1
South/Central America & Carribean,Bermuda,Hamilton,1995-11,70.1
South/Central America & Carribean,Bermuda,Hamilton,1995-12,64.14
South/Central America & Carribean,Bermuda,Hamilton,1996-01,63.89
South/Central America & Carribean,Bermuda,Hamilton,1996-02,63.97
South/Central America & Carribean,Bermuda,Hamilton,1996-03,64.45
South/Central America & Carribean,Bermuda,Hamilton,1996-04,65.89
South/Central America & Carribean,Bermuda,Hamilton,1996-05,71.08
South/Central America & Carribean,Bermuda,Hamilton,1996-06,76.12
South/Central America & Carribean,Bermuda,Hamilton,1996-07,79.66
South/Central America & Carribean,Bermuda,Hamilton,1996-08,80.69
South/Central America & Carribean,Bermuda,Hamilton,1996-09,79.54
South/Central America & Carribean,Bermuda,Hamilton,1996-10,74.56
South/Central America & Carribean,Bermuda,Hamilton,1996-11,68.29
South/Central America & Carribean,Bermuda,Hamilton,1996-12,65.96
South/Central America & Carribean,Bermuda,Hamilton,1997-01,63.89
South/Central America & Carribean,Bermuda,Hamilton,1997-02,65.64
South/Central America & Carribean,Bermuda,Hamilton,1997-03,64.37
South/Central America & Carribean,Bermuda,Hamilton,1997-07,83.9
South/Central America & Carribean,Bermuda,Hamilton,1997-08,81.65
South/Central America & Carribean,Bermuda,Hamilton,1997-09,78.77
South/Central America & Carribean,Bermuda,Hamilton,1997-10,74.16
South/Central America & Carribean,Bermuda,Hamilton,1997-11,71.45
South/Central America & Carribean,Bermuda,Hamilton,1997-12,67.64
South/Central America & Carribean,Bermuda,Hamilton,1998-01,65.94
South/Central America & Carribean,Bermuda,Hamilton,1998-02,64.19
South/Central America & Carribean,Bermuda,Hamilton,1998-03,64.24
South/Central America & Carribean,Bermuda,Hamilton,1998-04,67.52
South/Central America & Carribean,Bermuda,Hamilton,1998-05,71.6
South/Central America & Carribean,Bermuda,Hamilton,1998-06,76.49
South/Central America & Carribean,Bermuda,Hamilton,1998-07,81.65
South/Central America & Carribean,Bermuda,Hamilton,1998-08,83.26
South/Central America & Carribean,Bermuda,Hamilton,1998-09,80.06
South/Central America & Carribean,Bermuda,Hamilton,1998-10,74.82
South/Central America & Carribean,Bermuda,Hamilton,1998-11,71.39
South/Central America & Carribean,Bermuda,Hamilton,1998-12,70.13
South/Central America & Carribean,Bermuda,Hamilton,1999-01,68.05
South/Central America & Carribean,Bermuda,Hamilton,1999-02,64.37
South/Central America & Carribean,Bermuda,Hamilton,1999-03,65.1
South/Central America & Carribean,Bermuda,Hamilton,1999-04,66.0
South/Central America & Carribean,Bermuda,Hamilton,1999-05,73.09
South/Central America & Carribean,Bermuda,Hamilton,1999-06,77.72
South/Central America & Carribean,Bermuda,Hamilton,1999-07,81.22
South/Central America & Carribean,Bermuda,Hamilton,1999-08,82.07
South/Central America & Carribean,Bermuda,Hamilton,1999-09,80.29
South/Central America & Carribean,Bermuda,Hamilton,1999-10,75.64
South/Central America & Carribean,Bermuda,Hamilton,1999-11,69.95
South/Central America & Carribean,Bermuda,Hamilton,1999-12,67.15
South/Central America & Carribean,Bermuda,Hamilton,2000-01,63.36
South/Central America & Carribean,Bermuda,Hamilton,2000-02,63.99
South/Central America & Carribean,Bermuda,Hamilton,2000-03,64.62
South/Central America & Carribean,Bermuda,Hamilton,2000-04,68.1
South/Central America & Carribean,Bermuda,Hamilton,2000-05,72.12
South/Central America & Carribean,Bermuda,Hamilton,2000-06,77.34
South/Central America & Carribean,Bermuda,Hamilton,2000-07,79.55
South/Central America & Carribean,Bermuda,Hamilton,2000-08,80.77
South/Central America & Carribean,Bermuda,Hamilton,2000-09,79.62
South/Central America & Carribean,Bermuda,Hamilton,2000-10,75.57
South/Central America & Carribean,Bermuda,Hamilton,2000-11,68.28
South/Central America & Carribean,Bermuda,Hamilton,2000-12,65.55
South/Central America & Carribean,Bermuda,Hamilton,2001-01,62.81
South/Central America & Carribean,Bermuda,Hamilton,2001-02,63.11
South/Central America & Carribean,Bermuda,Hamilton,2001-03,63.61
South/Central America & Carribean,Bermuda,Hamilton,2001-04,65.28
South/Central America & Carribean,Bermuda,Hamilton,2001-05,69.16
South/Central America & Carribean,Bermuda,Hamilton,2001-06,76.15
South/Central America & Carribean,Bermuda,Hamilton,2001-07,80.1
South/Central America & Carribean,Bermuda,Hamilton,2001-08,81.23
South/Central America & Carribean,Bermuda,Hamilton,2001-09,79.46
South/Central America & Carribean,Bermuda,Hamilton,2001-10,74.98
South/Central America & Carribean,Bermuda,Hamilton,2001-11,69.0
South/Central America & Carribean,Bermuda,Hamilton,2001-12,67.55
South/Central America & Carribean,Bermuda,Hamilton,2002-01,65.62
South/Central America & Carribean,Bermuda,Hamilton,2002-02,63.77
South/Central America & Carribean,Bermuda,Hamilton,2002-03,65.05
South/Central America & Carribean,Bermuda,Hamilton,2002-04,67.81
South/Central America & Carribean,Bermuda,Hamilton,2002-05,71.18
South/Central America & Carribean,Bermuda,Hamilton,2002-06,77.22
South/Central America & Carribean,Bermuda,Hamilton,2002-07,80.24
South/Central America & Carribean,Bermuda,Hamilton,2002-08,80.87
South/Central America & Carribean,Bermuda,Hamilton,2002-09,79.45
South/Central America & Carribean,Bermuda,Hamilton,2002-10,77.12
South/Central America & Carribean,Bermuda,Hamilton,2002-11,70.85
South/Central America & Carribean,Bermuda,Hamilton,2002-12,66.83
South/Central America & Carribean,Bermuda,Hamilton,2003-01,63.06
South/Central America & Carribean,Bermuda,Hamilton,2003-02,65.34
South/Central America & Carribean,Bermuda,Hamilton,2003-03,65.62
South/Central America & Carribean,Bermuda,Hamilton,2003-04,68.0
South/Central America & Carribean,Bermuda,Hamilton,2003-05,72.08
South/Central America & Carribean,Bermuda,Hamilton,2003-06,76.98
South/Central America & Carribean,Bermuda,Hamilton,2003-07,81.25
South/Central America & Carribean,Bermuda,Hamilton,2003-08,82.09
South/Central America & Carribean,Bermuda,Hamilton,2003-09,79.99
South/Central America & Carribean,Bermuda,Hamilton,2003-10,76.5
South/Central America & Carribean,Bermuda,Hamilton,2003-11,71.67
South/Central America & Carribean,Bermuda,Hamilton,2003-12,66.67
South/Central America & Carribean,Bermuda,Hamilton,2004-01,62.45
South/Central America & Carribean,Bermuda,Hamilton,2004-02,62.89
South/Central America & Carribean,Bermuda,Hamilton,2004-03,64.26
South/Central America & Carribean,Bermuda,Hamilton,2004-04,66.48
South/Central America & Carribean,Bermuda,Hamilton,2004-05,72.3
South/Central America & Carribean,Bermuda,Hamilton,2004-06,77.3
South/Central America & Carribean,Bermuda,Hamilton,2004-07,80.64
South/Central America & Carribean,Bermuda,Hamilton,2004-08,79.92
South/Central America & Carribean,Bermuda,Hamilton,2004-09,79.05
South/Central America & Carribean,Bermuda,Hamilton,2004-10,74.98
South/Central America & Carribean,Bermuda,Hamilton,2004-11,68.58
South/Central America & Carribean,Bermuda,Hamilton,2004-12,66.85
South/Central America & Carribean,Bermuda,Hamilton,2005-01,63.01
South/Central America & Carribean,Bermuda,Hamilton,2005-02,62.24
South/Central America & Carribean,Bermuda,Hamilton,2005-03,62.26
South/Central America & Carribean,Bermuda,Hamilton,2005-04,66.49
South/Central America & Carribean,Bermuda,Hamilton,2005-05,69.6
South/Central America & Carribean,Bermuda,Hamilton,2005-06,75.12
South/Central America & Carribean,Bermuda,Hamilton,2005-07,80.84
South/Central America & Carribean,Bermuda,Hamilton,2005-08,80.98
South/Central America & Carribean,Bermuda,Hamilton,2005-09,79.79
South/Central America & Carribean,Bermuda,Hamilton,2005-10,76.88
South/Central America & Carribean,Bermuda,Hamilton,2005-11,70.68
South/Central America & Carribean,Bermuda,Hamilton,2005-12,66.27
South/Central America & Carribean,Bermuda,Hamilton,2006-01,64.91
South/Central America & Carribean,Bermuda,Hamilton,2006-02,62.61
South/Central America & Carribean,Bermuda,Hamilton,2006-03,61.77
South/Central America & Carribean,Bermuda,Hamilton,2006-04,65.83
South/Central America & Carribean,Bermuda,Hamilton,2006-05,70.27
South/Central America & Carribean,Bermuda,Hamilton,2006-06,76.22
South/Central America & Carribean,Bermuda,Hamilton,2006-07,80.05
South/Central America & Carribean,Bermuda,Hamilton,2006-08,80.65
South/Central America & Carribean,Bermuda,Hamilton,2006-09,78.92
South/Central America & Carribean,Bermuda,Hamilton,2006-10,75.56
South/Central America & Carribean,Bermuda,Hamilton,2006-11,71.7
South/Central America & Carribean,Bermuda,Hamilton,2006-12,67.49
South/Central America & Carribean,Bermuda,Hamilton,2007-01,64.27
South/Central America & Carribean,Bermuda,Hamilton,2007-02,62.03
South/Central America & Carribean,Bermuda,Hamilton,2007-03,62.97
South/Central America & Carribean,Bermuda,Hamilton,2007-04,65.52
South/Central America & Carribean,Bermuda,Hamilton,2007-05,69.2
South/Central America & Carribean,Bermuda,Hamilton,2007-06,73.95
South/Central America & Carribean,Bermuda,Hamilton,2007-07,78.74
South/Central America & Carribean,Bermuda,Hamilton,2007-08,80.57
South/Central America & Carribean,Bermuda,Hamilton,2007-09,78.93
South/Central America & Carribean,Bermuda,Hamilton,2007-10,75.69
South/Central America & Carribean,Bermuda,Hamilton,2007-11,70.11
South/Central America & Carribean,Bermuda,Hamilton,2007-12,67.83
South/Central America & Carribean,Bermuda,Hamilton,2008-01,64.16
South/Central America & Carribean,Bermuda,Hamilton,2008-02,67.05
South/Central America & Carribean,Bermuda,Hamilton,2008-03,63.83
South/Central America & Carribean,Bermuda,Hamilton,2008-04,67.69
South/Central America & Carribean,Bermuda,Hamilton,2008-05,69.08
South/Central America & Carribean,Bermuda,Hamilton,2008-06,75.8
South/Central America & Carribean,Bermuda,Hamilton,2008-07,79.83
South/Central America & Carribean,Bermuda,Hamilton,2008-08,80.8
South/Central America & Carribean,Bermuda,Hamilton,2008-09,80.57
South/Central America & Carribean,Bermuda,Hamilton,2008-10,74.02
South/Central America & Carribean,Bermuda,Hamilton,2008-11,69.06
South/Central America & Carribean,Bermuda,Hamilton,2008-12,67.42
South/Central America & Carribean,Bermuda,Hamilton,2009-01,65.15
South/Central America & Carribean,Bermuda,Hamilton,2009-02,62.22
South/Central America & Carribean,Bermuda,Hamilton,2009-03,63.83
South/Central America & Carribean,Bermuda,Hamilton,2009-04,66.82
South/Central America & Carribean,Bermuda,Hamilton,2009-05,71.81
South/Central America & Carribean,Bermuda,Hamilton,2009-06,76.57
South/Central America & Carribean,Bermuda,Hamilton,2009-07,80.72
South/Central America & Carribean,Bermuda,Hamilton,2009-08,82.32
South/Central America & Carribean,Bermuda,Hamilton,2009-09,80.17
South/Central America & Carribean,Bermuda,Hamilton,2009-10,76.24
South/Central America & Carribean,Bermuda,Hamilton,2009-11,71.73
South/Central America & Carribean,Bermuda,Hamilton,2009-12,66.43
South/Central America & Carribean,Bermuda,Hamilton,2010-01,62.25
South/Central America & Carribean,Bermuda,Hamilton,2010-02,61.07
South/Central America & Carribean,Bermuda,Hamilton,2010-03,63.44
South/Central America & Carribean,Bermuda,Hamilton,2010-04,65.99
South/Central America & Carribean,Bermuda,Hamilton,2010-05,70.16
South/Central America & Carribean,Bermuda,Hamilton,2010-06,76.69
South/Central America & Carribean,Bermuda,Hamilton,2010-07,80.45
South/Central America & Carribean,Bermuda,Hamilton,2010-08,81.84
Asia,Vietnam,Hanoi,1995-01,60.13
Asia,Vietnam,Hanoi,1995-02,61.64
Asia,Vietnam,Hanoi,1995-03,66.94
Asia,Vietnam,Hanoi,1995-04,75.09
Asia,Vietnam,Hanoi,1995-05,80.74
Asia,Vietnam,Hanoi,1995-06,85.19
Asia,Vietnam,Hanoi,1995-07,84.43
Asia,Vietnam,Hanoi,1995-08,82.32
Asia,Vietnam,Hanoi,1995-09,82.3
Asia,Vietnam,Hanoi,1995-10,79.73
Asia,Vietnam,Hanoi,1995-11,69.33
Asia,Vietnam,Hanoi,1995-12,64.06
Asia,Vietnam,Hanoi,1996-01,61.14
Asia,Vietnam,Hanoi,1996-02,61.69
Asia,Vietnam,Hanoi,1996-03,68.18
Asia,Vietnam,Hanoi,1996-04,69.71
Asia,Vietnam,Hanoi,1996-05,80.82
Asia,Vietnam,Hanoi,1996-06,84.4
Asia,Vietnam,Hanoi,1996-07,85.06
Asia,Vietnam,Hanoi,1996-08,83.11
Asia,Vietnam,Hanoi,1996-09,81.89
Asia,Vietnam,Hanoi,1996-10,78.32
Asia,Vietnam,Hanoi,1996-11,72.69
Asia,Vietnam,Hanoi,1996-12,64.44
Asia,Vietnam,Hanoi,1997-01,64.45
Asia,Vietnam,Hanoi,1997-02,62.66
Asia,Vietnam,Hanoi,1997-03,68.82
Asia,Vietnam,Hanoi,1997-04,76.39
Asia,Vietnam,Hanoi,1997-05,83.05
Asia,Vietnam,Hanoi,1997-06,85.91
Asia,Vietnam,Hanoi,1997-07,83.94
Asia,Vietnam,Hanoi,1997-08,84.47
Asia,Vietnam,Hanoi,1997-09,79.01
Asia,Vietnam,Hanoi,1997-10,79.53
Asia,Vietnam,Hanoi,1997-11,75.18
Asia,Vietnam,Hanoi,1997-12,66.75
Asia,Vietnam,Hanoi,1998-01,64.46
Asia,Vietnam,Hanoi,1998-02,67.01
Asia,Vietnam,Hanoi,1998-03,69.47
Asia,Vietnam,Hanoi,1998-04,79.95
Asia,Vietnam,Hanoi,1998-05,83.94
Asia,Vietnam,Hanoi,1998-06,85.91
Asia,Vietnam,Hanoi,1998-07,86.15
Asia,Vietnam,Hanoi,1998-08,84.91
Asia,Vietnam,Hanoi,1998-09,82.3
Asia,Vietnam,Hanoi,1998-10,78.58
Asia,Vietnam,Hanoi,1998-11,73.22
Asia,Vietnam,Hanoi,1998-12,67.83
Asia,Vietnam,Hanoi,1999-01,65.39
Asia,Vietnam,Hanoi,1999-02,68.51
Asia,Vietnam,Hanoi,1999-03,71.87
Asia,Vietnam,Hanoi,1999-04,78.84
Asia,Vietnam,Hanoi,1999-05,79.99
Asia,Vietnam,Hanoi,1999-06,84.45
Asia,Vietnam,Hanoi,1999-07,85.63
Asia,Vietnam,Hanoi,1999-08,83.06
Asia,Vietnam,Hanoi,1999-09,82.91
Asia,Vietnam,Hanoi,1999-10,77.09
Asia,Vietnam,Hanoi,1999-11,70.66
Asia,Vietnam,Hanoi,1999-12,61.93
Asia,Vietnam,Hanoi,2000-01,64.79
Asia,Vietnam,Hanoi,2000-02,61.09
Asia,Vietnam,Hanoi,2000-03,68.14
Asia,Vietnam,Hanoi,2000-04,75.95
Asia,Vietnam,Hanoi,2000-05,79.68
Asia,Vietnam,Hanoi,2000-06,80.89
Asia,Vietnam,Hanoi,2000-07,82.85
Asia,Vietnam,Hanoi,2000-08,83.12
Asia,Vietnam,Hanoi,2000-09,80.62
Asia,Vietnam,Hanoi,2000-10,76.95
Asia,Vietnam,Hanoi,2000-11,70.2
Asia,Vietnam,Hanoi,2000-12,67.72
Asia,Vietnam,Hanoi,2001-01,64.18
Asia,Vietnam,Hanoi,2001-02,62.3
Asia,Vietnam,Hanoi,2001-03,69.46
Asia,Vietnam,Hanoi,2001-04,74.54
Asia,Vietnam,Hanoi,2001-05,80.13
Asia,Vietnam,Hanoi,2001-06,83.32
Asia,Vietnam,Hanoi,2001-07,83.64
Asia,Vietnam,Hanoi,2001-08,82.58
